Pavadinimas,Metai,Trukmė,Žanras,Reitingas
Last Night, 1998,95 ,"Comedy, Drama, Romance",7.1
Ringu,1998,96 ,"Horror, Mystery",7.2
Get Real,1998,108 ,"Comedy, Drama, Romance",7.5
Short Sharp Shock,1998,99 ,"Crime, Drama, Thriller",7.2
Slam,1998,100 ,Drama,7.0
Without Limits,1998,117 ,"Biography, Drama, Sport",7.2
Hilary and Jackie,1998,121 ,"Biography, Drama, Music",7.3
Left Luggage,1998,100 ,Drama,7.3
The Interview,1998,104 ,"Thriller, Crime, Drama",7.1
The Pear Tree,1998,95 ,"Drama, Romance",7.5
Train of Life,1998,103 ,"Comedy, Drama, War",7.6
My Name Is Joe,1998,105 ,"Drama, Romance",7.4
Smoke Signals,1998,89 ,"Comedy, Drama",7.2
Jinnah,1998,110 ,"Biography, Drama, War",7.8
Country of the Deaf,1998,105 ,"Comedy, Crime, Drama",7.4
Thursday,1998,87 ,"Action, Comedy, Crime",7.1
Dying at Grace,2003,148 ,Documentary,8.2
Control,2003,111 ,"Comedy, Crime, Drama",7.6
Rush to War,2004,61 ,"Documentary, War",7.4
Be with Me,2005,93 ,"Drama, Romance",7.0
Brand Upon the Brain!,2006,95 ,"Comedy, Drama, Fantasy",7.3
Angels of the Universe,2000,100 ,"Biography, Drama",7.4
Paragraph 175,2000,81 ,"Documentary, History, Romance",7.7
Boys Don't Cry,2000,90 ,"Comedy, Crime",7.6
Divided We Fall,2000,117 ,"Comedy, Drama, War",7.6
Black Tar Heroin: The Dark End of the Street,2000,75 ,"Documentary, Biography",7.9
The Testaments: Of One Fold and One Shepherd,2000,67 ,Drama,7.8
Demobilizacija,2000,90 ,Comedy,7.4
Loners,2000,103 ,Comedy,7.5
Tully,2000,102 ,Drama,7.3
Widow of St. Pierre,2000,112 ,"Drama, History, Romance",7.2
With a Friend Like Harry...,2000,117 ,"Comedy, Drama, Mystery",7.1
Faithless,2000,142 ,"Drama, Romance",7.4
Eureka,2000,217 ,Drama,7.7
A Time for Drunken Horses,2000,80 ,"Drama, War",7.7
The Headmaster,2000,120 ,Comedy,8.0
In July,2000,99 ,"Adventure, Comedy, Romance",7.6
The Town Is Quiet,2000,133 ,Drama,7.2
The Circle,2000,90 ,Drama,7.4
Into the Arms of Strangers: Stories of the Kindertransport,2000,122 ,"Documentary, History, War",7.7
Ali Zaoua: Prince of the Streets,2000,90 ,"Drama, Crime",7.3
Remember the Titans,2000,113 ,"Biography, Drama, Sport",7.8
Letter to America,2000,90 ,Drama,7.6
Everything for a Reason,2000,89 ,"Comedy, Romance",7.9
Cheap Smokes,2000,85 ,"Comedy, Romance",7.4
Mourning Rock,2000,87 ,Documentary,8.6
Brainstorm,2000,74 ,Drama,7.7
The Closet,2001,84 ,Comedy,7.0
The Tunnel,2001,150 ,"Drama, History, Thriller",7.7
Moszkva tér,2001,88 ,"Comedy, Drama, Romance",7.8
Vizontele,2001,110 ,"Comedy, Drama",8.0
Waiting for Godot,2001 ,120 ,Drama,7.6
Enemy at the Gates,2001,131 ,"Action, Drama, War",7.5
Killing Mad Dogs,2001,135 ,"Drama, Mystery, Thriller",7.7
The Son's Room,2001,99 ,Drama,7.3
Elling,2001,89 ,"Comedy, Drama",7.5
The Devil's Backbone,2001,106 ,"Drama, Horror, Thriller",7.4
Life and Debt,2001,80 ,Documentary,7.4
Failan,2001,115 ,"Drama, Romance",7.5
44-ųjų rugpjūtį,2001,109 ,"Action, Mystery, Drama",7.4
Sisters,2001,83 ,"Crime, Drama",7.0
To the Left of the Father,2001,163 ,Drama,7.6
Training Day,2001,122 ,"Crime, Drama, Thriller",7.7
Time Out,2001,134 ,Drama,7.3
Brief Crossing,2001,84 ,"Comedy, Drama, Romance",6.8
Life as a House,2001,125 ,Drama,7.5
Read My Lips,2001,115 ,"Crime, Drama, Romance",7.3
Murder on a Sunday Morning,2001,111 ,"Documentary, Crime",8.0
Ayurveda: Art of Being,2001,102 ,Documentary,7.5
Family,2001,91 ,Drama,7.6
Autumn Spring,2001,100 ,"Comedy, Drama, Family",7.4
K-PAX,2001,120 ,"Drama, Mystery, Sci-Fi",7.4
Fate,2001,119 ,Drama,7.5
Frailty,2001,100 ,"Crime, Drama, Thriller",7.2
Nowhere in Africa,2001,141 ,"Biography, Drama, History",7.5
The Count of Monte Cristo,2002,131 ,"Action, Adventure, Drama",7.7
How to Draw a Bunny,2002,90 ,Documentary,7.4
Stone Reader,2002,127 ,"Documentary, Drama",7.7
Rabbit-Proof Fence,2002,94 ,"Adventure, Biography, Drama",7.4
Bed of Procust,2002,118 ,"Drama, Romance",7.5
The Tracker,2002,90 ,"Drama, Western",7.3
Spellbound,2002,97 ,"Documentary, Comedy, Thriller",7.6
"He Loves Me, He Loves Me Not",2002,92 ,"Romance, Thriller",7.1
The Way Home,2002,80 ,Drama,7.7
Interstate 60: Episodes of the Road,2002,116 ,"Adventure, Comedy, Drama",7.6
Company,2002,142 ,"Action, Crime, Drama",8.0
Bowling for Columbine,2002,120 ,"Documentary, Crime, Drama",8.0
Raising Victor Vargas,2002,88 ,"Drama, Romance",7.2
Balzac and the Little Chinese Seamstress,2002,110 ,"Biography, Drama, Romance",7.2
All or Nothing,2002,128 ,Drama,7.5
Sweet Sixteen, 2002,106 ,"Crime, Drama",7.4
About Schmidt,2002,125 ,Drama,7.2
Marooned in Iraq,2002,100 ,"Drama, War",7.4
Bang Bang You're Dead,2002,93 ,"Crime, Drama, Thriller",7.7
The Magdalene Sisters,2002,114 ,Drama,7.7
House of Fools,2002,104 ,"Drama, Music, Romance",7.0
Man on the Train,2002,90 ,"Crime, Drama, Thriller",7.1
Dirty Pretty Things,2002,97 ,"Crime, Drama, Thriller",7.3
8 Mile,2002,110 ,"Drama, Music",7.2
One,2002,117 ,"Thriller, Crime, Drama",6.9
Mondays in the Sun,2002,113 ,"Comedy, Drama",7.5
Intimate Stories,2002,92 ,"Comedy, Drama",7.4
The Ring,2002,115 ,"Horror, Mystery",7.1
Kamchatka,2002,106 ,Drama,7.1
Broken Wings,2002,87 ,Drama,7.4
The Twilight Samurai,2002,129 ,"Drama, Romance",8.1
When the Last Sword Is Drawn,2002,143 ,"Drama, History",7.4
In This World,2002,88 ,Drama,7.3
The Weather Underground,2002,92 ,"Documentary, History, War",7.5
Twin Sisters,2002,137 ,"Drama, Romance, War",7.4
Gone,2002,80 ,Thriller,7.1
A Decade Under the Influence,2003,138 ,Documentary,7.6
End of the Century: The Story of the Ramones,2003,110 ,"Documentary, Biography, Music",7.9
Soldier's Girl,2003 ,112 ,"Biography, Crime, Drama",7.8
The Station Agent,2003,89 ,"Comedy, Drama",7.6
The Classic,2003,127 ,"Drama, Romance",7.8
I'm Not Scared,2003,108 ,"Crime, Drama, Mystery",7.4
Šviesos tolumoje,2003,105 ,Drama,7.6
Evil,2003,113 ,Drama,7.7
Reconstruction,2003,90 ,"Drama, Romance",7.3
Since Otar Left,2003,103 ,Drama,7.5
A Tale of Two Sisters,2003,114 ,"Drama, Horror, Mystery",7.1
Gaz Bar Blues,2003,115 ,"Drama, Comedy",7.6
Zelary,2003,150 ,"Drama, Romance, War",7.5
Secondhand Lions,2003,109 ,"Comedy, Drama, Family",7.5
Touching the Void,2003,106 ,"Documentary, Adventure, Drama",8.0
The Corporation,2003,145 ,"Documentary, History",8.0
Symmetry,2003,99 ,"Drama, Thriller",7.6
November,2003,104 ,"Adventure, Comedy, Drama",7.6
Take My Eyes,2003,109 ,"Drama, Romance",7.4
Paanch,2003,130 ,"Crime, Thriller",7.6
A Touch of Spice,2003,108 ,Drama,7.5
Os Imortais,2003,130 ,"Action, Crime, Drama",7.3
Master and Commander: The Far Side of the World,2003,138 ,"Action, Adventure, Drama",7.5
Bad Santa,2003,92 ,"Comedy, Crime, Drama",7.1
White Nights,2003,103 ,"Drama, Romance",7.7
The Butterfly Effect,2004,113 ,"Drama, Sci-Fi, Thriller",7.6
Metallica: Some Kind of Monster,2004,84 ,"Documentary, Music",7.5
The Lizard,2004,115 ,"Comedy, Drama",8.4
Machuca,2004,121 ,"Biography, Drama, History",7.7
Ab Tak Chhappan,2004,129 ,"Crime, Drama",7.8
The Chorus,2004,97 ,"Drama, Music",7.8
Everything About Mustafa,2004,119 ,"Drama, Thriller",7.5
Yesterday, 2004,90 ,Drama,7.5
Lakshya,2004,186 ,"Action, Drama, Romance",7.8
Daddy, 2004,94 ,Drama,7.4
As It Is in Heaven,2004,133 ,"Comedy, Drama, Music",7.5
Kinsey,2004,118 ,"Biography, Drama, Romance",7.1
The Tuner,2004,154 ,"Comedy, Crime, Drama",7.6
Ray, 2004,152 ,"Biography, Drama, Music",7.7
Saving Face,2004,91 ,"Comedy, Drama, Romance",7.4
Brides,2004,128 ,"Drama, Romance",7.6
Innocent Voices,2004,120 ,"Drama, Thriller, War",7.8
Silentium,2004,116 ,"Crime, Thriller",7.5
Mountain Patrol,2004,90 ,"Action, Drama",7.6
The Hidden Blade,2004,132 ,"Drama, History, Romance",7.7
Mémoires affectives,2004,100 ,Drama,7.4
Be with You,2004,119 ,"Drama, Fantasy, Romance",7.8
Wounded Love,2004,143 ,Drama,6.7
Marathon,2005,117 ,"Biography, Drama, Sport",7.7
1 Litre of Tears,2005,98 ,Drama,7.8
The Italian,2005,90 ,Drama,7.5
Peacock,2005,136 ,Drama,7.7
Sophie Scholl: The Final Days,2005,120 ,"Biography, Crime, Drama",7.6
The Violin,2005,98 ,"Drama, Music",7.7
Green Street Hooligans,2005,109 ,"Crime, Drama, Sport",7.4
Graves End,2005,90 ,"Thriller, Mystery",8.6
Kiss Kiss Bang Bang,2005,103 ,"Comedy, Crime, Mystery",7.5
Cinderella Man,2005,144 ,"Biography, Drama, Romance",8.0
Russian Dolls,2005,125 ,"Comedy, Drama, Romance",7.0
The Novena,2005,97 ,Drama,7.7
The Constant Gardener,2005,129 ,"Drama, Mystery, Romance",7.4
Aurore,2005,115 ,Drama,7.3
Sarkar,2005,124 ,"Action, Crime, Drama",7.6
The Spanish Apartment,2002,122 ,"Comedy, Drama, Romance",7.3
Good Old Daze,1994,101 ,"Comedy, Drama, Romance",7.2
Chinese Puzzle,2013,117 ,"Comedy, Drama, Romance",6.9
The World's Fastest Indian,2005,127 ,"Biography, Drama, Sport",7.8
Into Great Silence,2005,169 ,Documentary,7.3
12 and Holding,2005,94 ,Drama,7.4
Shooting Dogs,2005,115 ,"Drama, History, War",7.6
Pierrepoint: The Last Hangman,2005,95 ,"Biography, Crime, Drama",7.4
Little Manhattan,2005,90 ,"Comedy, Family, Romance",7.4
The Greatest Game Ever Played,2005,120 ,"Biography, Drama, Sport",7.4
A Trip to Karabakh,2005,105 ,"Action, Adventure, Drama",7.8
Parzania,2005,116 ,"Drama, History",7.5
The Rocket,2005,124 ,"Biography, Drama, Sport",7.6
Mrs Palfrey at the Claremont,2005,108 ,"Comedy, Drama",7.6
Our Daily Bread,2005,92 ,Documentary,7.5
Joseph Smith: Prophet of the Restoration,2011,60 ,"Biography, Drama, History",7.6
The Ground Truth,2006,72 ,"Documentary, War",7.5
Nudažyk geltonai,2006,167 ,"Comedy, Crime, Drama",8.1
A Few Kilos of Dates for a Funeral,2006,85 ,"Comedy, Drama, Thriller",7.5
Akeelah and the Bee,2006,112 ,"Drama, Family",7.4
Occupation 101,2006,90 ,Documentary,8.2
Shadow Company,2006,86 ,Documentary,7.4
10 Questions for the Dalai Lama,2006,85 ,Documentary,7.5
When the Road Bends... Tales of a Gypsy Caravan,2006,110 ,"Documentary, Music",7.6
Memories of Tomorrow,2006,122 ,Drama,7.5
Future by Design,2006,86 ,"Documentary, Sci-Fi",7.8
Death Note,2006,126 ,"Crime, Drama, Fantasy",7.5
Deliver Us from Evil,2006,101 ,"Documentary, Crime",7.9
The Island,2006,112 ,Drama,7.8
Grave Decisions,2006,104 ,"Comedy, Drama",7.4
Buddha's Lost Children,2006,97 ,Documentary,7.8
The Art of Crying,2006,106 ,"Comedy, Drama",7.3
Blame it on Fidel,2006,99 ,Drama,7.5
Amazing Grace,2006,118 ,"Biography, Drama, History",7.4
Love and Honor,2006,122 ,"Drama, History, Romance",7.7
M like Mother,2006,113 ,Drama,7.5
The Rape of Europa,2006,117 ,"Documentary, History, War",7.7
Destiny,2006,103 ,Drama,7.8
Blood Diamond,2006,143 ,"Adventure, Drama, Thriller",8.0
Veyil,2006,136 ,Drama,7.8
The Pursuit of Happyness,2006,117 ,"Biography, Drama",8.0
The Painted Veil,2006,125 ,"Drama, Romance",7.4
Music Within,2007,94 ,"Biography, Comedy, Drama",7.2
In the Shadow of the Moon,2007,100 ,"Documentary, History",8.0
For the Bible Tells Me So,2007,95 ,"Documentary, Romance",7.8
Blind, 2007,98 ,"Drama, Romance",7.2
Death at a Funeral,2007,90 ,Comedy,7.3
1971,2007,136 ,"Action, Drama, War",8.2
Steal a Pencil for Me,2007,94 ,"Documentary, Romance",7.5
Arranged,2007,90 ,"Comedy, Drama, Romance",7.3
A Map for Saturday,2007,90 ,Documentary,7.8
Confessions of an Economic Hitman,2007,90 ,"Documentary, Thriller",7.8
Fracture,2007,113 ,"Crime, Drama, Thriller",7.2
The Band's Visit,2007,87 ,"Comedy, Drama, Music",7.5
Blind Mountain,2007,95 ,"Crime, Drama",7.5
Her Name Is Sabine,2007,85 ,Documentary,7.5
Poisoned by Polonium: The Litvinenko File,2007,105 ,"Documentary, Biography, History",7.2
Taking Liberties,2007,100 ,Documentary,7.6
Earth,2007,90 ,Documentary,7.9
Elite Squad,2007,115 ,"Action, Crime, Drama",8.0
Rooster's Breakfast,2007,124 ,"Drama, Romance",7.5
REC,2007,78 ,"Horror, Mystery, Thriller",7.4
Gone Baby Gone,2007,114 ,"Crime, Drama, Mystery",7.6
Johnny Gaddaar,2007,135 ,"Crime, Drama, Mystery",7.9
Happy Days,2007,153 ,Drama,7.9
The Kite Runner,2007,128 ,Drama,7.6
August Rush,2007,114 ,"Drama, Music",7.4
Election Day,2007,122 ,Comedy,7.4
A West Texas Children's Story,2007,86 ,"Drama, Romance",7.2
Shake Hands with the Devil,2007,112 ,"Drama, History, War",7.6
Trumbo,2007,96 ,"Documentary, Biography",7.4
The Great Debaters,2007,126 ,"Biography, Drama, Romance",7.5
I've Loved You So Long,2008,117 ,Drama,7.6
Modern Life,2008,88 ,Documentary,7.5
Lorna's Silence,2008,105 ,Drama,7.1
Changeling,2008,141 ,"Biography, Crime, Drama",7.8
Crossing,2008,106 ,Drama,7.5
All Around Us,2008,140 ,Drama,7.5
Fiksi.,2008,90 ,"Drama, Thriller",7.7
Control,2007,122 ,"Biography, Drama, Music",7.6
Tatsumi,2011,96 ,"Animation, Biography, Drama",7.0
5 Broken Cameras,2011,94 ,"Documentary, War",7.9
Home from Home: Chronicle of a Vision,2013,231 ,"Drama, History",7.9
12 Years a Slave,2013,134 ,"Biography, Drama, History",8.1
What We Do in the Shadows,2014,86 ,"Comedy, Horror",7.6
Court,2014,116 ,Drama,7.6
The Great Beauty,2015,61 ,"Documentary, Drama",8.1
The Net,2016,114 ,Drama,7.3
Amazing Grace,2018,89 ,"Documentary, Music",7.5
Religulous,2008,101 ,"Documentary, Comedy, War",7.6
Rachel Getting Married,2008,113 ,"Drama, Romance",6.7
Camino,2008,138 ,Drama,7.4
Breathless,2008,130 ,"Crime, Drama",7.5
Bronson,2008,92 ,"Action, Crime, Drama",7.0
We Can Do That,2008,111 ,Comedy,7.5
Seven Pounds,2008,123 ,"Drama, Mystery, Thriller",7.6
Welcome, 2009,110 ,Drama,7.5
Gagma napiri,2009,90 ,Drama,7.7
The Conflict Zone,2009,82 ,"Drama, War",8.0
More Than Blue,2009,105 ,"Drama, Romance",7.5
That Evening Sun,2009,109 ,Drama,7.0
I Killed My Mother,2009,96 ,"Drama, Romance",7.4
Agora,2009,127 ,"Adventure, Biography, Drama",7.1
City of Life and Death,2009,133 ,"Drama, History, War",7.7
The Damned United,2009,98 ,"Biography, Drama, Sport",7.5
My Sister's Keeper,2009,109 ,"Drama, Family",7.3
Orphan,2009,123 ,"Horror, Mystery, Thriller",7.0
District 9,2009,112 ,"Action, Sci-Fi, Thriller",7.9
The Road, 2009,111 ,"Drama, Thriller",7.2
The Dark House,2009,105 ,"Crime, Drama, Thriller",7.4
Wake Up Sid,2009,138 ,"Comedy, Drama, Romance",7.6
3 Idiots,2009,170 ,"Comedy, Drama",8.4
The Blind Side,2009,129 ,"Biography, Drama, Sport",7.6
You Can Count on Me,2000,111 ,Drama,7.5
Chuck & Buck,2000,96 ,"Comedy, Drama",6.6
Girlfight,2000,110 ,"Drama, Sport",6.7
Dark Days,2000,82 ,Documentary,7.7
Chunhyang,2000,137 ,"Drama, Musical, Romance",7.1
Boiler Room,2000,120 ,"Crime, Drama, Thriller",7.0
Mission: Impossible - Fallout,2018,147 ,"Action, Adventure, Thriller",7.7
Identity Card,2010,137 ,"Comedy, Drama",7.6
Rakta Charitra,2010,125 ,"Action, Biography, Crime",7.6
My Way,2011,137 ,"Action, Drama, War",7.6
The Cabin in the Woods,2011,95 ,"Horror, Mystery, Thriller",7.0
My Grandfather's People,2011,126 ,"Comedy, Drama, Family",8.0
Rockstar,2011,159 ,"Drama, Music, Romance",7.7
Home, 2011,127 ,Drama,7.4
The Exam,2011,89 ,"Drama, History, Thriller",7.3
The Civil War on Drugs,2011,90 ,"Comedy, History, War",7.6
Always,2011,108 ,"Action, Drama, Romance",7.7
Devils on the Doorstep,2000,139 ,"Comedy, Drama, War",8.2
Nine Queens,2000,114 ,"Crime, Drama, Thriller",7.9
Joint Security Area,2000,110 ,"Action, Drama, Thriller",7.7
Billy Elliot,2000,110 ,"Drama, Music",7.7
Flickering Lights,2000,109 ,"Action, Comedy, Crime",7.5
Battle Royale,2000,114 ,"Action, Adventure, Drama",7.5
Il Mare,2000,105 ,"Drama, Fantasy, Romance",7.5
One Hundred Steps,2000,114 ,"Biography, Crime, Drama",7.6
Together,2000,106 ,"Comedy, Drama, Romance",7.4
Best in Show,2000,90 ,Comedy,7.4
Pollock,2000,122 ,"Biography, Drama",7.0
George Washington,2000,89 ,Drama,7.2
Sexy Beast,2000,89 ,"Crime, Drama, Thriller",7.3
Lumumba,2000,115 ,"Biography, Drama, History",7.2
The Day I Became a Woman,2000,74 ,"Comedy, Drama",7.3
Chopper,2000,94 ,"Biography, Crime, Drama",7.1
Before Night Falls,2000,133 ,"Biography, Drama, Romance",7.1
One Week,1920,25 ,"Short, Comedy",8.1
Entr'acte,1924,22 ,Short,7.3
Innocence,2000,94 ,Drama,7.1
Pellet,2000,88 ,Drama,7.3
The Bench,2000,93 ,Drama,7.5
The Vertical Ray of the Sun,2000,112 ,Drama,7.2
The Isle,2000,90 ,"Drama, Thriller",6.9
Blackboards,2000,88 ,"Drama, War",6.8
Ginger Snaps,2000,108 ,"Drama, Fantasy, Horror",6.8
State and Main,2000,105 ,"Comedy, Drama",6.7
Bamboozled,2000,135 ,"Comedy, Drama, Music",6.6
Barking Dogs Never Bite,2000,110 ,Comedy,6.9
Pay It Forward,2000,123 ,Drama,7.2
A Beautiful Mind,2001,135 ,"Biography, Drama",8.2
Baran,2001,94 ,"Drama, Romance",7.8
Son of the Bride,2001,123 ,"Comedy, Drama",7.8
My Sassy Girl,2001,137 ,"Comedy, Drama, Romance",8.0
The Experiment,2001,120 ,"Drama, Thriller",7.7
The Others,2001,104 ,"Horror, Mystery, Thriller",7.6
All About Lily Chou-Chou,2001,146 ,"Crime, Drama, Music",7.5
The Man Who Wasn't There,2001,116 ,"Crime, Drama",7.5
In the Bedroom,2001,131 ,"Crime, Drama",7.4
Stanley Kubrick: A Life in Pictures,2001,142 ,"Documentary, Biography",8.0
Winged Migration,2001,89 ,Documentary,7.9
What Time Is It There?,2001,116 ,"Drama, Romance",7.3
Lantana,2001,121 ,"Drama, Mystery, Romance",7.2
Kandahar,2001,81 ,Drama,6.8
Hedwig and the Angry Inch,2001,95 ,"Comedy, Drama, Music",7.7
En construcción,2001,125 ,Documentary,7.4
Incendies,2010,131 ,"Drama, Mystery, War",8.3
Brother, 2000,114 ,"Crime, Drama, Thriller",7.1
Children Underground,2001,104 ,Documentary,8.2
L.I.E.,2001,97 ,"Crime, Drama",7.1
Promises,2001,106 ,Documentary,8.3
The Tailor of Panama,2001,109 ,"Drama, Thriller",6.1
Rivers and Tides,2001,90 ,Documentary,7.9
I'm Going Home,2001,90 ,"Comedy, Drama",6.9
Who Knows?,2001,154 ,"Comedy, Crime, Drama",6.9
Late Marriage,2001,102 ,"Comedy, Drama, Romance",7.1
Freedom,2001,73 ,Drama,6.8
Shaolin Soccer,2001,87 ,"Action, Comedy, Fantasy",7.3
Jeepers Creepers,2001,90 ,"Horror, Mystery",6.2
Session 9,2001,97 ,"Drama, Horror, Mystery",6.4
One Man Up,2001,100 ,"Comedy, Drama",7.2
13 Conversations About One Thing,2001,104 ,Drama,7.0
The Lady and the Duke,2001,129 ,"Drama, History, Romance",6.8
Blue Spring,2001,83 ,Drama,7.2
Buccaneer Soul,1996,112 ,Drama,7.1
Reis Bey,1990,80 ,Drama,7.6
Open Doors,1990,108 ,"Crime, Drama",7.2
Auntie Danielle,1990,110 ,"Comedy, Drama, Romance",7.1
Deja vu,1990,108 ,"Comedy, Crime, History",7.5
Mindwalk,1990,112 ,Drama,7.6
Only Yesterday,1991,119 ,"Animation, Drama, Romance",7.6
The Little One,1991,95 ,Drama,7.3
Cilveka berns,1992,98 ,"Comedy, Drama, Fantasy",7.9
Dark Horse,1992,98 ,"Drama, Family",7.1
For a Lost Soldier,1992,92 ,"Drama, Romance, War",7.5
Incident at Oglala,1992,89 ,"Documentary, History",7.6
El Mariachi,1992,81 ,"Action, Crime, Thriller",6.8
Sose halunk meg,1993,95 ,"Comedy, Drama",7.6
Stolen Spring,1993,89 ,Drama,7.3
Madadayo,1993,134 ,Drama,7.3
Dönersen Islik Çal,1993,84 ,Drama,7.4
Window to Paris,1993,115 ,"Comedy, Drama, Fantasy",7.4
The Gospel According to Matthew,1993,258 ,"Adventure, Biography, Drama",7.9
In the Middle of Nowhere,1994,100 ,Drama,7.5
War of the Buttons,1994,94 ,"Adventure, Drama, Family",7.4
Giorgino,1994,177 ,"Adventure, Drama, Horror",7.4
Oglinda,1994,160 ,"Drama, History",7.5
That's Entertainment! III,1994,113 ,"Documentary, Family, Musical",7.5
Vukovar Poste Restante,1994,96 ,"Drama, Romance, War",7.1
Nothing Funny,1995,95 ,"Comedy, Drama",7.3
Memories,1995,113 ,"Animation, Sci-Fi, Thriller",7.5
Redhat and Cousin,1995,92 ,"Adventure, Comedy, Family",8.1
Beyond Silence,1996,109 ,"Drama, Music",7.4
Beavis and Butt-Head Do America,1996,81 ,"Animation, Adventure, Comedy",6.8
Kiler,1997,104 ,"Action, Comedy, Crime",7.5
"Welcome Back, Mr. McDonald",1997,103 ,Comedy,7.7
Kundun,1997,134 ,"Biography, Drama, History",7.0
The Boxer,1997,113 ,"Drama, Romance, Sport",7.0
The Moromete Family,1987,142 ,Drama,8.8
Gospodin za edin den,1983,87 ,"Comedy, Drama",8.5
Waiting for the Hearse,1985,94 ,Comedy,8.0
Barefoot Gen,1983,83 ,"Animation, Biography, Drama",8.0
"Run, Waiter, Run!",1981,88 ,Comedy,7.9
Ubit drakona,1988,123 ,"Drama, Family, Fantasy",7.9
Point of No Return,1985,97 ,"Comedy, Crime",7.4
Ödipussi,1988,88 ,"Comedy, Romance",7.4
Buddies,1985,81 ,"Drama, History, Romance",7.5
Muzhiki!,1981,94 ,Drama,7.6
The Snowdrop Festivities,1984,83 ,"Comedy, Drama",7.6
Marlene,1984,94 ,"Documentary, Biography",7.6
Loafing and Camouflage,1984,99 ,Comedy,7.8
Nothing Left to Do but Cry,1984,113 ,"Comedy, Fantasy",7.6
Selamsiz's Band,1988,107 ,"Comedy, Drama, Music",7.7
Taralezhite se razhdat bez bodli,1971,84 ,"Comedy, Family",8.7
Trimata ot zapasa,1971,97 ,"Comedy, Drama, War",8.3
White Bim Black Ear,1977,182 ,Drama,8.1
Crime and Punishment,1970,221 ,Drama,7.8
Rock'n Roll Wolf,1976,83 ,"Family, Fantasy, Musical",7.8
The Immortals,1974,103 ,"Action, Adventure, History",7.7
Išlaisvinimas,1971,125 ,"Drama, History, Romance",7.7
Vlad Tepes,1979,114 ,"Drama, History",7.5
Un comisar acuzã,1974,114 ,"Action, Crime, Drama",7.6
The Old Gun,1975,103 ,"Drama, Thriller, War",7.5
Summer,1976,81 ,"Comedy, Drama",7.7
It Can't Be!,1975,100 ,"Comedy, Drama, Musical",7.7
The Adventures of Mowgli,1973,90 ,"Animation, Adventure, Family",7.6
The Sorcerer's Apprentice,1978,73 ,"Animation, Family, Fantasy",7.5
Fantozzi 2,1976,110 ,Comedy,7.7
That's Entertainment!,1974,135 ,"Documentary, Family, Musical",7.8
Ball Lightning,1979,82 ,Comedy,7.7
"Secluded, Near Woods",1976,92 ,"Comedy, Drama, Family",7.7
Cu mâinile curate,1972,95 ,"Action, Crime, Thriller",7.7
"That's Entertainment, Part II",1976,133 ,"Documentary, Family, Musical",7.3
Égigérö fü,1979,80 ,Comedy,7.9
Revansa,1978,101 ,"Action, Crime, Drama",7.7
Man - Woman Wanted,1973,82 ,Comedy,7.5
Nie ma mocnych,1974,89 ,Comedy,7.5
Hiroshima Death Match,1973,99 ,"Action, Crime, Drama",7.5
Todo modo,1976,130 ,"Crime, Drama",7.5
Hitler: A Career,1977,150 ,"Documentary, History",7.5
The Hiding Place,1975,150 ,"Biography, Drama, History",7.4
A Little Romance,1979,110 ,"Adventure, Comedy, Romance",7.4
The Way of the Dragon,1972,90 ,"Action, Adventure, Comedy",7.2
Soylent Green,1973,97 ,"Crime, Mystery, Sci-Fi",7.0
Monte Walsh,1970,106 ,Western,7.0
Zero 2,2010,90 ,"Comedy, Thriller",7.5
Tucker and Dale vs Evil,2010,89 ,"Comedy, Horror",7.5
Four Lions,2010,97 ,"Comedy, Crime, Drama",7.3
Blue Valentine,2010,112 ,"Drama, Romance",7.3
Exit Through the Gift Shop,2010,87 ,"Documentary, Comedy, Crime",7.9
Joan Rivers: A Piece of Work,2010,84 ,"Documentary, Biography, Comedy",7.3
Mirror Game,2016,147 ,"Crime, Mystery, Thriller",9.0
"I, Timon",2017,78 ,"Drama, Thriller",7.5
Human, 2015,263 ,Documentary,8.6
Godhi Banna Sadharana Mykattu,2016,144 ,"Drama, Thriller",8.6
Life Begins Now,2017,84 ,"Drama, Romance",8.6
